session_duration_sec,cart_value,total_lifetime_spend,total_orders,days_since_last_order,category_match,loyalty_tier_score,purchased
134.8,56.33,499.16,6,30,0,2,0
82.8,57.39,694.1,5,19,1,2,0
42.5,124.95,266.05,3,119,1,4,1
58.3,46.56,358.47,5,1,1,2,0
35.1,47.99,336.94,3,15,1,1,0
221.8,123.28,433.73,3,56,1,3,1
209.6,129.05,275.57,4,17,1,2,0
556.4,101.93,1059.54,8,9,1,1,1
250.5,24.5,317.25,3,64,0,3,0
24.6,170.37,346.09,5,30,1,2,0
403.1,62.89,54.43,2,27,1,1,0
372.4,55.31,241.93,4,17,1,1,0
120.4,102.2,256.13,2,6,1,1,0
173.7,71.9,129.48,4,29,1,1,0
686.9,43.81,283.15,3,24,0,1,0
151.8,139.94,259.62,3,17,1,1,0
439.3,55.09,424.05,4,3,0,2,0
30.6,61.84,426.21,3,35,1,1,0
53.2,139.27,353.19,3,33,1,1,0
119.6,98.28,431.9,5,27,0,1,0
173.2,83.87,767.68,6,5,1,1,0
319.9,42.57,778.52,7,12,1,2,1
815.1,74.21,409.26,3,21,1,1,1
103.6,77.03,342.5,3,44,1,3,0
23.7,75.91,117.89,1,9,0,3,0
305.8,56.14,92.76,3,53,0,1,0
181.9,35.34,40.99,2,13,0,3,0
54.8,106.87,576.92,4,36,1,1,0
137.9,41.44,422.11,8,91,1,1,0
259.1,59.89,165.85,4,42,0,3,0
279.9,10.94,40.63,1,3,1,2,0
139.6,96.64,347.78,3,16,1,1,1
80.5,31.41,78.1,3,29,1,1,0
670.2,77.06,423.73,4,37,0,2,1
211.0,25.35,94.29,1,14,1,1,0
109.4,51.85,117.45,3,19,1,1,0
74.2,48.73,112.82,3,16,1,1,0
251.4,31.66,186.23,5,40,0,1,0
64.9,67.47,268.69,5,81,0,1,0
48.9,21.85,413.73,4,50,1,1,0
150.8,90.23,187.58,4,11,1,1,0
76.6,93.26,211.62,2,26,1,2,0
193.4,33.84,1024.25,7,22,1,2,1
37.6,123.94,132.07,1,1,0,2,0
206.5,52.55,123.75,1,92,0,1,0
75.0,29.7,430.16,3,21,0,1,0
15.0,17.6,199.24,2,95,0,3,0
39.4,7.27,599.76,5,36,1,1,0
503.2,119.88,120.61,1,41,0,1,0
378.6,36.79,733.45,5,19,1,2,1
62.9,46.52,416.53,4,65,1,3,0
286.2,43.8,277.49,5,7,0,1,0
183.8,103.89,45.44,1,105,1,1,0
651.7,79.91,179.61,3,32,1,2,1
99.2,62.96,1071.25,9,14,0,2,1
220.9,23.21,421.41,4,45,0,1,0
26.8,143.08,194.01,4,45,0,1,0
105.8,81.12,658.89,5,49,0,1,0
612.5,82.27,737.87,5,12,1,3,1
154.4,25.16,592.19,5,1,1,3,1
76.1,28.61,112.29,4,73,0,3,0
38.1,61.69,406.32,4,53,1,3,0
233.8,62.68,283.8,2,17,1,1,0
201.3,31.65,242.74,4,6,0,1,0
99.3,25.44,576.64,6,21,1,1,0
557.7,40.71,247.54,5,12,1,1,1
19.0,48.11,537.96,4,8,0,4,0
80.2,23.41,399.29,3,22,1,1,0
472.1,82.66,336.9,5,59,0,1,0
84.7,85.62,523.68,8,29,0,1,0
67.3,77.77,40.03,2,22,1,2,0
152.5,24.31,61.27,1,169,0,1,0
327.5,40.33,729.51,6,47,1,2,1
34.6,92.12,94.88,4,5,0,1,0
530.7,65.66,278.14,6,18,1,1,1
300.3,125.11,459.74,4,21,0,1,0
51.0,114.7,625.43,6,31,0,3,0
239.1,57.6,148.26,1,38,1,3,1
102.5,39.77,283.12,4,13,1,2,0
107.6,89.63,149.31,4,16,1,2,0
290.3,94.97,425.65,4,4,0,2,0
607.4,101.93,211.91,7,4,0,1,1
39.4,65.06,105.53,3,47,1,2,0
113.2,36.7,375.32,4,86,0,2,0
133.0,77.07,81.36,1,8,0,2,0
100.0,79.14,271.34,5,85,0,3,0
96.2,87.94,164.27,2,14,1,1,0
24.7,42.49,797.29,6,70,1,1,0
223.2,15.03,571.25,5,1,1,1,0
118.2,76.62,79.12,1,4,1,2,0
54.0,20.99,241.9,4,19,1,1,0
319.7,92.96,287.05,3,62,1,1,0
307.0,63.62,61.12,3,20,0,1,0
134.9,38.92,461.2,4,61,1,3,0
78.8,122.17,497.27,4,14,1,1,1
197.9,46.23,179.14,5,5,0,1,0
76.2,64.03,506.39,7,86,1,1,0
63.5,41.69,116.58,3,3,1,1,0
251.0,60.03,716.72,5,41,1,1,1
22.4,79.97,891.65,7,71,1,2,1
32.9,43.82,113.05,5,5,1,2,0
16.2,52.25,292.3,2,25,1,2,0
44.9,91.96,192.19,5,2,0,2,0
27.9,15.68,154.6,5,21,1,1,0
1000.2,95.34,96.96,4,51,0,1,1
76.3,106.38,245.57,2,12,0,3,0
44.1,29.65,561.14,4,9,1,1,0
64.6,18.17,97.29,3,10,0,2,0
510.2,24.84,591.32,4,52,1,1,1
147.2,32.49,61.06,1,120,1,1,0
96.7,26.74,541.25,5,9,1,2,0
387.0,83.68,592.86,4,3,0,1,0
105.5,54.27,63.31,3,5,1,1,0
88.4,70.53,182.16,2,33,1,1,0
56.8,101.26,315.83,3,38,0,2,0
100.4,89.03,136.55,2,20,0,1,0
83.5,138.22,171.48,5,3,1,2,0
218.6,112.8,201.49,2,87,1,1,0
76.5,50.77,156.66,6,88,1,2,0
170.0,77.07,420.14,3,17,0,3,0
27.3,141.12,400.34,5,57,1,2,0
53.2,46.22,276.67,2,76,1,3,0
109.2,80.96,0.0,0,999,1,1,0
512.5,165.16,143.31,7,31,1,1,1
100.3,86.56,398.49,5,44,0,3,0
211.4,30.43,541.66,4,73,0,1,0
68.0,18.78,410.31,6,4,1,1,0
39.5,34.42,682.2,11,2,0,1,0
25.9,52.96,763.88,7,37,1,1,0
80.6,157.02,558.28,5,2,1,3,1
45.9,104.42,518.05,5,4,0,3,0
49.4,45.72,268.96,4,19,0,1,0
272.5,31.5,84.81,3,7,0,2,0
17.9,31.28,419.97,3,76,1,2,0
161.9,183.71,244.95,4,14,0,1,0
100.9,28.82,1234.33,10,29,0,1,0
142.1,94.61,131.44,2,1,1,1,0
163.9,91.52,252.95,3,24,1,2,0
82.7,50.08,342.89,5,55,0,1,0
77.9,27.26,91.72,3,114,1,2,0
253.0,77.9,314.14,5,38,1,4,1
384.0,150.07,0.0,0,999,1,3,1
53.5,25.04,68.69,2,15,0,3,0
33.5,61.85,184.52,2,6,1,1,0
425.5,88.71,583.57,4,14,1,3,1
92.5,144.44,0.0,0,999,0,4,0
159.3,15.99,231.96,8,22,1,2,1
95.2,82.46,967.3,7,68,0,2,0
39.2,142.67,462.49,4,8,1,2,0
175.2,94.97,181.78,2,19,0,4,0
149.1,39.69,538.58,6,33,1,2,1
55.8,63.53,440.21,3,131,0,1,0
123.2,103.26,22.72,1,8,0,1,0
302.0,107.61,165.49,3,59,1,3,1
175.7,93.98,367.12,6,32,0,1,0
33.3,67.39,35.53,1,5,1,2,0
157.9,56.01,132.88,2,51,0,1,0
233.4,112.27,136.31,2,7,1,2,0
298.2,78.53,867.86,6,40,1,1,1
193.5,64.9,232.39,3,10,0,1,0
44.8,37.34,141.52,1,21,1,2,0
237.9,35.85,125.3,1,51,0,2,0
218.6,57.11,347.37,3,34,1,2,0
19.5,85.77,440.78,7,45,0,1,0
110.5,82.1,151.01,2,54,0,3,0
87.9,79.14,128.97,5,2,0,2,0
214.2,62.64,345.28,5,22,0,2,0
58.8,106.36,133.15,1,140,1,4,0
175.9,118.68,607.9,5,53,1,2,1
455.0,28.82,500.35,4,15,0,3,1
302.7,41.51,244.04,5,12,1,1,1
472.9,181.15,141.91,3,41,1,1,1
706.2,54.86,637.41,6,5,1,2,1
16.9,55.85,209.33,2,71,0,2,0
190.5,35.39,181.56,4,3,1,1,0
110.8,108.0,454.22,4,27,0,1,0
368.7,208.15,482.3,7,62,1,1,1
67.2,35.45,1082.27,8,42,1,2,1
728.7,112.05,134.76,2,22,1,2,1
186.2,32.29,299.37,6,9,1,1,0
299.0,102.32,90.93,2,31,0,1,0
31.1,32.74,410.3,3,112,0,2,0
51.5,15.29,659.02,5,4,0,1,0
270.7,179.91,75.36,1,2,1,1,0
19.0,44.85,359.06,7,18,1,1,0
320.6,22.38,284.95,5,30,0,4,1
17.5,67.43,630.39,9,15,0,1,0
207.7,86.51,77.3,3,42,0,3,0
96.8,114.8,143.74,5,25,1,4,1
185.2,53.05,140.57,1,14,1,3,0
229.3,51.09,358.79,3,52,1,1,0
90.5,45.24,629.09,5,4,0,3,0
35.6,63.45,328.89,4,2,1,1,0
28.0,92.21,202.34,3,2,1,3,0
175.0,73.98,31.96,1,56,0,1,0
147.4,44.14,277.65,3,53,0,1,0
259.0,61.52,349.91,3,59,1,2,1
143.3,26.46,136.41,3,11,1,3,0
113.8,54.0,70.59,1,23,1,1,0
106.4,49.48,1124.41,8,13,1,1,1
19.8,115.34,1037.5,8,30,0,2,0
88.6,67.49,742.67,6,62,1,2,0
686.5,54.46,75.38,3,1,1,1,1
387.2,59.14,249.15,6,28,1,1,1
86.9,53.98,239.14,4,8,0,1,0
174.5,29.95,237.89,4,67,0,1,0
353.3,91.2,73.53,2,104,0,1,0
119.8,12.03,172.88,3,58,0,1,0
18.3,44.6,226.98,3,2,1,2,0
28.9,36.81,52.82,2,12,1,1,0
143.5,45.25,362.07,5,9,1,1,0
642.8,89.99,338.2,4,58,0,2,1
227.7,54.77,75.96,3,1,0,2,0
28.2,59.69,538.23,5,85,1,2,0
52.8,86.95,151.86,5,30,0,2,0
280.6,83.23,312.69,3,45,1,1,0
346.5,79.66,1193.85,8,20,1,1,1
188.1,60.29,55.76,2,41,1,1,0
201.1,111.22,55.38,1,14,1,1,0
20.2,36.04,184.06,5,36,1,2,0
332.4,54.5,204.0,3,19,1,1,0
294.4,45.99,771.5,6,89,1,2,0
69.0,47.5,422.48,3,88,1,2,0
237.0,33.16,0.0,0,999,1,1,0
58.5,98.06,549.19,5,49,0,2,0
22.4,84.64,226.48,2,45,1,2,0
55.4,53.54,71.32,2,41,1,1,0
50.4,76.85,156.99,3,120,0,3,0
89.2,101.59,403.84,6,70,1,1,0
112.6,140.71,79.55,3,45,0,1,0
142.9,24.79,634.07,5,3,0,1,0
131.6,55.74,266.19,5,15,0,2,0
71.8,118.71,214.38,8,14,1,1,0
20.3,187.06,88.5,3,24,0,3,0
182.2,72.81,438.1,3,64,1,2,0
105.7,96.44,138.56,1,37,1,1,0
78.9,9.29,1012.46,7,49,0,2,0
378.1,75.12,866.23,6,2,1,1,1
262.2,52.35,371.78,3,2,0,1,0
366.1,90.94,223.5,4,87,1,1,0
138.0,145.75,124.44,2,8,1,2,1
40.3,59.91,361.3,5,52,1,1,0
229.5,58.12,488.2,4,27,1,4,1
56.5,41.68,702.4,5,15,0,1,0
119.8,12.34,308.96,4,48,0,3,0
27.1,43.84,295.96,5,110,0,1,0
329.1,23.62,309.42,6,10,0,2,0
39.2,25.33,266.7,5,15,0,2,0
435.1,75.89,41.79,2,12,1,1,1
374.4,27.78,302.62,6,34,0,1,0
127.4,63.08,233.36,4,43,0,1,0
260.5,174.49,483.31,4,22,1,1,1
188.9,47.36,182.62,2,8,1,2,0
307.5,25.42,189.13,3,13,0,2,0
116.8,150.31,585.72,6,46,1,3,0
292.4,32.4,612.4,5,71,1,1,0
126.7,44.96,297.92,3,24,0,1,0
524.3,107.14,29.13,1,10,1,3,1
134.9,29.28,153.99,3,36,1,3,0
126.8,42.55,57.16,1,34,0,2,0
291.7,28.21,335.91,5,79,1,1,0
325.2,106.24,116.01,5,12,1,3,1
160.5,27.44,467.04,4,56,0,1,0
50.7,81.92,162.29,2,37,1,1,0
128.5,56.25,682.78,5,61,1,1,0
635.0,41.04,349.19,4,4,1,1,1
266.7,55.47,742.31,5,58,1,1,0
315.0,45.37,555.45,5,22,1,2,1
21.0,35.95,405.88,3,49,0,1,0
128.6,16.68,732.63,5,10,0,1,0
202.2,28.88,243.99,3,15,1,2,0
334.0,67.36,306.91,3,18,1,1,0
24.1,49.42,138.82,1,27,1,2,0
359.4,80.96,473.95,5,24,1,2,1
158.1,62.96,53.73,2,9,1,2,0
54.6,9.72,331.82,3,77,0,1,0
83.7,75.87,566.58,4,95,0,1,0
74.6,26.03,486.21,4,9,1,1,0
151.2,59.27,614.32,5,17,0,1,0
24.6,19.94,151.52,5,54,1,3,0
46.1,103.58,463.44,4,51,0,3,0
316.5,92.22,145.16,6,120,1,1,0
40.6,50.94,422.96,3,97,1,2,0
62.8,90.09,416.58,3,69,1,3,0
123.7,30.24,1474.36,10,29,0,3,1
146.0,39.05,297.08,5,14,0,3,0
274.6,101.84,451.18,5,25,0,1,0
121.7,7.72,476.2,5,49,0,4,0
295.8,52.17,369.5,4,4,0,2,0
188.4,72.51,147.16,2,40,1,2,0
36.6,43.44,593.19,4,75,1,3,1
45.6,118.62,811.62,6,8,1,1,1
118.4,138.57,496.73,5,55,1,1,0
106.0,75.73,625.24,6,73,1,1,0
259.9,26.17,564.26,5,3,0,1,0
171.5,91.1,492.4,5,105,0,1,0
103.4,169.6,447.91,4,23,0,2,0
48.7,61.07,252.29,2,21,0,1,0
61.3,53.81,882.74,6,31,1,1,0
169.2,31.6,0.0,0,999,1,2,0
114.1,70.23,220.9,6,36,1,2,0
145.2,54.91,455.16,5,55,1,3,0
48.7,11.31,408.59,4,13,0,2,0
210.7,87.73,272.73,5,10,1,1,0
359.6,24.16,654.54,8,81,1,2,0
68.7,187.0,706.25,5,21,1,2,1
136.7,63.57,375.67,7,33,0,3,0
682.8,51.07,61.25,1,64,0,1,0
88.0,61.78,828.47,6,42,0,1,0
177.7,59.41,96.8,3,13,0,1,0
32.0,45.45,806.53,6,1,1,1,0
182.7,18.64,178.49,3,21,0,2,0
31.9,120.18,254.39,3,10,0,2,0
591.0,61.24,414.28,4,18,1,1,1
241.4,106.87,312.12,3,21,0,1,0
294.3,20.39,442.19,3,66,1,1,0
234.2,34.96,73.56,3,48,0,3,0
175.4,43.03,780.47,7,8,1,1,0
122.6,26.65,259.86,2,13,1,2,0
366.8,87.63,482.41,5,29,1,3,1
580.7,49.78,440.53,3,28,0,1,0
139.4,69.08,668.67,9,26,0,3,1
497.7,38.59,352.45,3,100,0,1,0
172.6,109.59,436.91,4,39,1,2,0
154.1,93.96,72.23,3,4,1,1,0
124.1,85.97,275.59,3,93,0,2,0
57.3,63.48,53.92,1,21,1,1,0
15.7,120.23,709.9,8,29,0,3,1
64.8,94.64,134.93,1,57,1,1,0
143.3,55.96,713.42,7,8,1,3,1
101.0,41.12,291.62,3,24,1,2,0
122.1,49.63,322.25,3,65,1,3,0
725.1,77.88,88.68,1,44,1,3,1
92.6,20.29,156.43,2,15,0,2,0
123.3,33.95,686.77,10,30,0,2,0
40.8,119.16,333.03,3,1,1,2,0
23.8,103.52,845.92,7,2,0,1,0
283.8,49.88,450.13,6,4,1,2,1
167.2,261.42,102.74,4,39,0,4,0
272.4,91.53,271.83,3,32,1,3,1
44.2,61.63,189.14,2,82,0,1,0
167.7,104.65,411.35,5,41,1,3,1
67.7,40.01,267.16,4,18,1,1,0
61.6,36.04,818.82,6,67,0,1,0
17.1,54.63,165.09,2,2,1,1,0
40.1,59.79,867.06,7,1,0,1,0
81.6,36.09,411.62,4,10,1,1,0
37.4,128.9,611.59,5,5,0,1,0
781.6,46.99,268.19,2,11,1,1,1
81.4,17.29,258.17,5,12,0,1,0
40.1,63.58,638.64,5,20,1,1,0
55.0,51.95,227.49,2,31,1,2,0
174.5,97.66,557.64,6,15,0,1,0
26.9,40.32,545.07,6,113,0,1,0
372.1,88.13,181.45,3,26,0,2,0
601.3,69.52,722.26,8,69,0,1,1
66.0,108.39,209.9,3,54,1,1,0
122.6,63.23,406.64,3,2,1,1,0
19.0,34.9,287.01,3,21,1,2,0
199.3,71.7,176.62,3,54,1,1,0
111.2,28.9,155.07,4,78,1,2,0
71.7,13.24,771.53,7,33,1,2,0
56.7,36.7,425.65,4,89,1,2,0
206.0,112.56,133.61,2,36,0,1,0
111.9,160.08,123.25,3,8,0,2,0
50.6,20.07,678.62,6,27,1,3,1
225.3,101.36,220.61,4,47,0,1,0
164.9,144.64,528.25,4,37,0,1,0
367.2,28.35,686.46,6,3,1,4,1
37.5,129.69,816.07,6,9,1,3,1
292.2,24.56,295.99,2,39,1,1,0
216.5,54.8,64.33,1,25,1,1,0
37.0,74.6,171.06,2,2,0,1,0
228.6,29.92,289.96,4,45,1,2,0
119.9,125.08,30.09,1,3,0,1,0
537.0,58.33,217.94,3,7,1,1,1
42.5,95.84,155.39,2,78,1,3,0
200.3,31.11,85.08,2,13,0,3,0
101.6,165.65,808.98,6,2,1,1,1
580.6,80.1,406.12,7,1,1,3,1
87.1,78.07,474.46,4,91,1,1,1
604.5,73.79,119.66,4,16,0,1,0
432.2,78.78,119.56,5,32,1,1,0
71.7,90.37,448.24,3,18,1,3,1
307.9,47.09,71.98,2,8,0,1,0
991.9,23.61,478.25,4,69,0,1,1
67.4,24.36,492.94,5,99,0,4,0
118.3,61.43,157.77,2,145,0,1,0
147.2,147.21,124.0,5,2,0,3,0
77.9,54.54,376.33,6,2,1,2,1
17.8,116.02,137.01,1,65,1,1,0
59.8,56.07,413.01,3,7,1,1,0
74.6,137.18,783.69,8,28,0,1,0
120.5,77.6,473.54,5,29,1,1,0
48.8,70.85,75.33,1,36,0,2,0
386.8,109.44,362.47,3,2,1,1,1
234.7,77.05,1078.26,8,13,0,3,1
31.0,88.05,343.73,3,24,0,3,0
204.0,60.71,264.86,3,7,0,3,0
205.9,73.75,409.99,4,95,1,2,0
578.1,25.85,145.7,3,58,0,1,0
15.5,124.12,446.58,3,5,0,1,0
66.3,126.58,849.98,6,37,1,2,1
488.1,48.59,1010.54,7,18,1,1,1
499.2,57.31,83.38,2,13,0,1,0
244.5,163.42,314.58,3,12,1,3,1
276.3,49.49,526.62,5,36,0,3,0
32.3,93.71,198.49,3,77,1,1,0
144.8,68.04,662.37,5,60,0,2,0
62.4,21.19,121.7,1,15,1,1,0
51.0,79.48,113.55,1,41,0,3,0
314.2,22.53,71.27,3,25,1,2,1
41.1,122.36,446.32,3,20,0,3,0
128.8,52.71,793.72,7,12,1,1,1
517.2,26.76,438.08,3,3,0,1,0
52.0,98.55,187.69,6,8,0,4,0
702.0,21.83,330.8,3,28,0,2,1
944.7,22.77,584.13,5,43,1,1,1
161.0,168.35,198.85,7,2,0,2,0
48.6,111.25,113.53,4,16,1,3,0
83.4,63.02,476.38,4,6,0,3,0
114.5,80.98,247.4,2,31,0,3,0
81.6,32.43,414.97,3,66,1,1,0
74.3,67.42,361.1,3,88,1,3,0
660.1,28.63,614.98,12,72,0,3,1
45.0,28.04,291.86,2,68,0,1,0
252.9,101.49,164.22,3,31,1,2,1
15.1,44.99,343.61,3,10,1,2,1
178.2,40.47,710.55,8,46,1,2,1
460.7,76.3,179.5,5,43,1,2,1
76.1,39.45,702.63,5,6,0,1,0
51.9,51.81,385.72,4,8,1,1,0
204.8,154.07,127.74,4,4,0,1,0
239.4,22.66,0.0,0,999,1,3,0
224.7,139.71,477.8,4,13,1,1,1
84.2,276.0,401.58,4,76,1,1,0
67.3,23.8,0.0,0,999,0,1,0
576.9,26.19,376.1,4,13,0,3,1
477.2,85.12,300.76,5,69,1,1,1
125.0,12.47,354.18,4,227,0,1,0
352.0,63.96,245.34,4,43,0,3,0
123.4,36.03,507.1,6,76,1,1,0
114.4,124.69,517.93,4,1,1,2,0
45.7,47.23,95.12,2,49,0,1,0
115.1,70.49,101.16,5,21,1,1,0
153.8,92.18,40.15,1,39,1,1,0
19.1,80.59,388.32,3,19,1,1,0
120.7,60.21,147.91,2,28,1,1,0
288.7,94.78,116.17,1,10,0,3,0
220.1,20.57,72.0,3,29,1,1,0
196.5,110.9,195.13,5,12,1,1,1
447.5,49.47,375.85,4,11,1,1,1
18.3,87.97,568.2,5,14,0,1,0
161.6,58.63,489.7,4,8,0,3,0
293.7,40.55,207.18,2,9,0,1,0
155.3,55.84,473.48,4,89,0,2,0
85.5,71.8,124.64,3,20,0,3,0
41.4,79.02,1055.63,10,32,0,2,0
408.4,72.57,150.58,2,28,1,1,0
129.5,38.68,694.67,5,11,1,3,1
393.8,30.36,799.9,8,1,1,3,1
173.7,32.31,361.67,4,4,0,3,0
216.9,51.48,475.87,5,59,1,1,0
308.6,87.17,128.07,1,4,0,1,0
208.7,90.8,21.47,1,8,1,1,0
106.4,41.92,791.01,6,81,0,2,0
144.7,60.41,47.59,2,55,0,3,0
307.5,21.86,287.24,3,2,0,1,0
99.2,47.17,426.69,5,34,0,2,0
103.4,41.73,408.88,6,24,0,1,0
33.1,35.62,220.4,6,15,0,1,0
457.8,64.44,144.52,4,23,0,2,0
32.2,157.15,465.92,4,6,1,4,1
203.0,62.44,173.77,5,102,1,1,0
111.0,115.81,218.69,2,7,1,1,0
108.6,101.48,743.7,5,7,1,3,1
219.8,43.12,543.23,5,16,0,2,0
27.5,95.26,0.0,0,999,1,4,0
177.1,162.52,452.34,5,13,0,1,0
281.1,26.37,642.39,5,2,1,1,0
332.1,101.39,432.3,3,32,1,1,0
48.7,57.66,114.6,1,10,0,2,0
424.9,38.85,120.51,2,117,1,1,1
207.2,76.13,263.25,5,4,0,1,0
399.5,77.38,365.69,3,3,0,1,0
134.5,210.83,713.05,6,7,1,2,1
155.6,39.84,416.15,5,26,1,1,0
467.5,62.38,93.86,3,46,0,4,1
429.3,61.68,214.73,2,27,0,1,0
122.0,39.68,96.76,1,65,1,3,0
72.7,32.77,129.25,6,30,1,1,0
104.9,46.5,103.52,1,5,0,2,0
103.3,56.38,111.63,3,7,0,3,0
75.9,31.38,509.43,4,15,0,2,0
71.3,104.87,645.39,6,83,1,1,0
370.3,82.07,187.04,7,21,1,2,0
28.0,26.85,445.69,5,69,1,1,0
218.8,45.98,872.9,7,3,1,2,1
49.2,65.27,511.59,4,39,0,1,0
91.0,92.04,155.5,5,21,0,2,0
26.4,56.66,181.54,6,7,0,1,0
71.6,88.96,724.5,6,3,0,1,0
278.3,73.56,150.74,3,13,1,1,1
404.3,95.26,777.79,8,57,1,1,1
60.1,36.51,297.45,3,34,1,3,0
127.1,83.58,815.0,8,21,1,1,1
129.4,57.81,447.47,7,62,0,2,0
387.3,113.84,50.37,2,7,0,1,0
274.0,35.99,179.75,2,11,1,1,0
144.5,74.4,260.85,3,27,1,1,0
215.0,62.69,152.62,2,30,0,1,0
353.3,54.21,225.36,4,13,1,1,1
16.7,47.33,388.79,3,24,1,1,0
107.8,49.57,204.34,3,5,0,1,0
443.0,150.59,72.97,2,1,1,1,1
257.7,53.25,592.78,5,78,0,2,0
155.9,144.09,410.87,4,20,1,2,1
150.8,54.18,60.19,1,9,0,1,0
91.9,66.72,198.24,5,14,1,1,1
147.3,60.21,308.63,4,24,1,1,0
206.8,148.99,285.72,10,97,0,2,1
112.5,98.06,489.59,10,42,1,1,0
240.4,44.59,145.32,1,98,0,1,0
370.5,22.59,237.39,6,4,1,1,0
45.2,45.28,222.99,4,7,1,3,0
123.1,126.15,190.33,5,15,1,1,0
109.4,28.05,969.92,7,10,1,1,1
224.3,23.33,841.37,6,104,0,1,0
66.8,39.19,55.46,2,7,0,3,0
199.0,31.23,410.31,3,7,1,3,0
392.9,34.51,115.51,3,22,1,1,0
112.5,16.52,214.94,3,40,0,1,0
450.5,67.44,673.53,7,16,1,2,1
912.4,75.69,160.23,2,2,0,1,1
35.2,53.1,113.01,3,48,0,1,0
62.8,22.81,737.43,6,96,1,3,1
555.6,39.35,109.36,1,55,1,2,1
587.0,74.26,996.49,7,61,0,1,0
33.5,80.38,0.0,0,999,0,2,0
17.7,16.96,379.76,5,47,1,1,0
46.6,61.34,327.34,5,54,1,2,0
1009.4,37.34,84.57,3,3,0,1,1
50.7,58.91,81.44,3,2,0,2,0
140.7,24.05,118.97,1,3,0,3,0
354.6,18.78,513.28,9,30,1,2,1
18.7,52.23,416.63,5,10,1,1,0
182.0,55.27,589.06,4,1,0,2,0
73.4,33.44,89.18,4,3,1,1,0
371.9,136.83,349.18,4,3,0,1,1
75.0,36.66,262.11,3,33,0,1,0
223.9,36.23,599.25,4,6,0,1,0
216.9,60.08,256.93,2,62,0,3,0
60.1,55.49,0.0,0,999,0,1,0
21.4,36.76,161.7,4,20,1,2,0
109.7,75.34,48.82,2,26,0,2,0
76.4,75.0,136.77,3,10,1,1,0
313.0,60.84,238.02,5,35,1,2,0
305.0,67.08,190.11,6,81,1,1,0
124.9,57.71,265.62,3,7,0,2,0
182.9,55.68,733.76,5,101,1,1,1
181.9,24.31,622.49,5,9,1,1,1
331.0,62.87,185.75,4,11,1,1,1
114.6,99.1,487.16,4,80,1,1,1
73.0,67.16,886.15,6,30,0,2,0
70.4,48.8,385.74,3,2,1,2,1
153.3,96.49,161.86,2,54,1,3,0
122.3,67.21,110.03,2,34,0,1,0
119.4,36.47,468.9,4,45,0,3,0
32.2,96.35,488.95,4,6,1,1,0
243.2,43.17,117.18,2,68,0,1,0
58.3,28.94,245.72,5,51,0,2,0
54.5,33.76,107.37,1,104,1,2,0
110.8,40.71,812.98,6,18,0,1,0
61.5,23.48,45.39,2,24,0,1,0
172.8,120.24,1038.25,7,40,1,1,1
98.6,18.25,134.82,3,4,0,1,0
122.3,80.83,457.97,7,8,1,1,0
153.7,69.2,80.64,3,12,1,1,0
56.0,66.5,81.66,3,96,1,1,0
45.5,74.87,332.75,6,1,0,1,0
397.3,51.8,373.81,4,168,1,2,0
117.4,81.05,822.84,6,17,0,1,0
110.6,54.67,116.32,4,35,0,1,0
21.5,45.8,90.97,1,18,0,2,0
139.0,25.27,222.29,3,51,0,3,0
160.4,70.94,1040.23,7,99,1,1,1
162.3,71.74,177.3,4,20,1,2,0
236.0,57.63,204.11,3,7,0,3,0
50.2,91.17,97.4,4,9,1,1,0
67.3,110.87,138.85,1,11,1,3,0
314.6,41.9,504.57,5,9,0,1,0
544.3,82.82,289.26,3,1,1,1,1
41.3,24.97,158.01,6,66,0,2,0
138.9,60.17,98.61,3,38,0,1,0
58.4,52.07,736.41,6,24,0,4,1
26.2,92.69,182.86,2,6,1,1,0
85.9,43.98,183.48,4,2,1,4,1
42.9,114.28,365.9,4,16,0,3,0
237.8,50.25,875.13,6,1,0,1,0
152.3,25.26,133.92,4,2,0,1,0
43.0,19.45,1022.89,7,3,0,1,0
16.7,87.69,362.28,3,56,1,3,1
312.2,23.46,310.0,8,43,0,1,0
49.9,76.79,755.45,6,13,1,1,0
182.8,86.72,466.89,4,12,0,2,0
89.0,36.1,473.05,5,14,1,1,0
173.5,68.25,482.67,4,28,1,1,0
83.3,136.36,268.54,7,65,1,1,0
31.4,52.81,113.81,1,22,0,1,0
60.4,20.78,723.25,7,6,0,1,0
52.5,39.75,228.04,4,6,0,1,0
115.6,146.49,658.49,6,2,1,2,1
208.3,90.76,216.5,2,45,0,1,0
70.1,27.25,357.52,7,17,0,3,0
17.2,109.23,78.4,2,83,1,2,0
146.7,112.83,134.19,2,13,1,1,0
182.5,44.32,215.67,3,53,1,1,1
607.8,24.68,381.42,3,23,0,1,0
175.3,103.71,383.45,5,62,0,1,0
129.7,157.6,926.06,8,28,1,1,1
168.3,36.7,320.6,4,8,0,2,0
488.3,87.69,143.63,5,54,0,1,0
332.2,37.28,209.71,2,1,1,1,0
85.2,36.28,818.4,6,24,1,1,1
63.7,68.38,349.53,4,8,0,4,0
69.8,33.74,445.07,4,14,1,3,0
141.4,56.6,485.0,4,18,1,1,0
260.3,114.96,403.8,5,27,0,1,0
140.9,21.83,104.95,2,15,1,1,0
27.6,94.39,527.24,4,34,0,1,0
246.5,65.22,1277.3,10,7,0,1,1
310.2,75.47,395.2,3,52,1,2,0
76.5,61.59,254.7,2,31,1,1,0
